Labels;Repo;Predictions
General,Computer Vision;https://github.com/akashpalrecha/superres-deformable;
General,Computer Vision;https://github.com/hussain18804/toonify-poc;
General;https://github.com/Smerity/pytorch-lamb;
General,Computer Vision;https://github.com/YixuanLi/densenet-tensorflow;
General;https://github.com/sambit9238/deep_text_corrector;
General,Computer Vision;https://github.com/vita-epfl/rock-pytorch;
General,Computer Vision;https://github.com/srinidhiPY/SSL_CR_Histo;
General,Natural Language Processing;https://github.com/valentinmace/noisy-text;
General,Computer Vision;https://github.com/duongnv0499/Explain-Deformable-DETR;
Sequential,General;https://github.com/TartuNLP/deepvoice3_pytorch;
General,Computer Vision;https://github.com/jaketae/res-mlp;
General,Computer Vision;https://github.com/nachiket273/VisTrans;
General,Computer Vision;https://github.com/RobotMobile/cv-deep-learning-paper-review;
General,Natural Language Processing;https://github.com/brightmart/bert_original;
General,Computer Vision;https://github.com/ShivamPrajapati2001/People_Counter;
Sequential,General;https://github.com/mindmapper15/Voice-Converter;
General,Natural Language Processing;https://github.com/tcnguyen/bert;
Sequential,General;https://github.com/kaishengtai/torch-ntm;
General,Natural Language Processing;https://github.com/baosongyang/WRD;
General;https://github.com/Zhiwei-Z/SeqPromp;
General,Computer Vision;https://github.com/roimehrez/PIRM2018;
General,Natural Language Processing;https://github.com/bcmi220/esc4nmt;
General;https://github.com/MarcAntoineAlex/darts;
General,Natural Language Processing;https://github.com/akari0216/Paddle-awdlstm;
General,Natural Language Processing;https://github.com/huberemanuel/DeBERTa;
General,Computer Vision;https://github.com/liuruiyang98/Jittor-MLP;
General,Computer Vision;https://github.com/hiyouga/SAGAN-PyTorch;
General;https://github.com/hihunjin/my_deep_daze;
Sequential,General,Natural Language Processing;https://github.com/salesforce/awd-lstm-lm;
General,Computer Vision;https://github.com/xuanyuzhou98/SqueezeSeg;
General,Computer Vision;https://github.com/alfagao/DeOldify;
General,Reinforcement Learning;https://github.com/JonasRSV/DDPG;
General,Computer Vision;https://github.com/cvfx-2019/homework1-color-transfer;
General,Computer Vision;https://github.com/xxradon/IGCV3-pytorch;
General,Computer Vision;https://github.com/ajbrock/BigGAN-PyTorch;
General,Computer Vision;https://github.com/koshian2/ResNet-MultipleFramework;
General,Computer Vision;https://github.com/yanqi1811/self-attention;
General,Computer Vision;https://github.com/bsivanantham/VariationalAutoEncoder;
General,Computer Vision;https://github.com/twtygqyy/pytorch-SRResNet;
General,Computer Vision;https://github.com/ex4sperans/variational-inference-with-normalizing-flows;
General,Computer Vision;https://github.com/masataka46/demo_LSGAN_TF;
General,Computer Vision;https://github.com/woctezuma/stylegan2-projecting-images;
General,Computer Vision;https://github.com/leoliao2008/TensorflowMobileOfficialExample;
General,Computer Vision;https://github.com/Soldie/DeOldify-colorir-imagens-antigas;
General,Computer Vision;https://github.com/mitscha/dplc;
General,Computer Vision;https://github.com/yytang2012/darknet;
General,Computer Vision;https://github.com/justusschock/delira_cycle_gan_pytorch;
General,Computer Vision;https://github.com/DeepMark/deepmark;
General,Computer Vision;https://github.com/ivclab/BigGAN-Generator-Pretrained-Pytorch;
General,Graphs;https://github.com/atomistic-machine-learning/SchNet;
General,Reinforcement Learning;https://github.com/Remtasya/DDPG-Actor-Critic-Reinforcement-Learning-Reacher-Environment;
General,Computer Vision;https://github.com/xiaoyufenfei/LEDNet;
General,Computer Vision;https://github.com/caihaocong/Yolov3_AlexeyAB_Version;
General,Computer Vision;https://github.com/tensorpack/tensorpack;
Sequential,General,Natural Language Processing;https://github.com/dmlc/gluon-nlp;
General,Computer Vision;https://github.com/lipengfeizju/Detection;
Sequential,General;https://github.com/vlgiitr/ntm-pytorch;
General,Computer Vision;https://github.com/changliu816/CV-paper-review;
Sequential,General;https://github.com/dgedon/lightning-ntm;
General,Computer Vision;https://github.com/dronefreak/human-action-classification;
General,Natural Language Processing;https://github.com/deep-spin/entmax;
General,Computer Vision;https://github.com/AngusG/bn-advex-zhang-fixup;
General,Computer Vision;https://github.com/ikostrikov/pytorch-flows;
General,Computer Vision;https://github.com/LJKS/noplants;
General,Computer Vision;https://github.com/feng-lab/nuclei;
General,Computer Vision;https://github.com/tuananh1007/Faster-R-CNN-and-Mask-R-CNN-in-PyTorch-1.0;
General,Computer Vision;https://github.com/b8goal/PIRL-Residual-network;
General,Computer Vision;https://github.com/oulutan/Drone_FasterRCNN;
General,Computer Vision;https://github.com/LEEPEIQIN/EDSR;
General,Computer Vision;https://github.com/lippman1125/maskrcnn_benchmark_mobilenetv2;
General,Computer Vision;https://github.com/QXL4515/CAGFuzz;
General,Computer Vision;https://github.com/jenyliu/DLA_interview;
General,Natural Language Processing;https://github.com/joebluems/Soul_Of_AI;
General,Natural Language Processing;https://github.com/binhetech/bert-application;
General,Computer Vision;https://github.com/modelhub-ai/mobilenet;
General,Computer Vision;https://github.com/Xiaoming-Yu/SingleGAN;
General,Computer Vision;https://github.com/anant1203/Applying-Deep-Learning-for-Large-scale-Quantification-of-Urban-Tree-Cover;
General,Computer Vision;https://github.com/AtharvBhat/Plus-Ultra;
General,Natural Language Processing;https://github.com/cuber2460/bert;
General,Natural Language Processing;https://github.com/jiahuei/Self-Critical-SCST-TensorFlow;
General,Computer Vision;https://github.com/danilojodas/MobileNet;
General,Computer Vision;https://github.com/mminamina/Transfer_Learning_ResNet18---Keypoints_Detection;
General,Reinforcement Learning;https://github.com/marload/DeepRL-TensorFlow2;
General,Computer Vision;https://github.com/Maskify/darknet;
General,Computer Vision;https://github.com/lucidrains/bottleneck-transformer-pytorch;
General,Computer Vision;https://github.com/Jeongyun-Lee-0423/Classification;
General,Natural Language Processing,Computer Vision;https://github.com/czero69/acomoeye-NN;
General;https://github.com/ryujaehun/maml;
General,Computer Vision;https://github.com/idealo/imagededup;
General,Computer Vision;https://github.com/facebookresearch/vissl;
General,Computer Vision;https://github.com/SamSamhuns/ml_gan_human_face_synthesis;
General,Natural Language Processing;https://github.com/keiyamashita111/aaproject;
General,Computer Vision;https://github.com/tungkw/VAE;
General,Computer Vision;https://github.com/PaddlePaddle/PaddleDetection;
Sequential,General,Computer Vision;https://github.com/oki5656/Estimating_Distance;
General,Computer Vision;https://github.com/ananyahjha93/swav;
General,Computer Vision;https://github.com/phillipi/pix2pix;
General,Computer Vision;https://github.com/hyz-xmaster/VarifocalNet;
General,Computer Vision;https://github.com/alexsax/midlevel-reps;
General,Natural Language Processing;https://github.com/JeheonPark596/sentimentsurvival;
General,Computer Vision;https://github.com/kzkymur/transition;
General,Computer Vision;https://github.com/snow-mn/GAN-INT-CLS;
General,Computer Vision;https://github.com/alexwdong/IncubatorCVProject;
General,Computer Vision;https://github.com/xiangyu-liu/DBSR;
General,Computer Vision;https://github.com/sourabhagrawal23/human-action-classification;
General,Computer Vision;https://github.com/bgtripp/stylegan2glacier;
General,Natural Language Processing;https://github.com/Caesarzhang/bert-zh;
General,Computer Vision;https://github.com/JanMarcelKezmann/Residual-Network-Architectures;
General,Natural Language Processing;https://github.com/sherinaseri/bert;
General,Computer Vision;https://github.com/edhart151/darknet;
General,Computer Vision;https://github.com/Uemuet/stylegan22;
General,Natural Language Processing;https://github.com/tvinith/bert;
General,Computer Vision;https://github.com/jpatts/srgan_tf;
General,Computer Vision;https://github.com/asraman9792/Generative-Adversarial-Networks-implementation-of-KERAS;
General,Computer Vision;https://github.com/gagan16/Cyclegan-tensorflow;
General,Computer Vision;https://github.com/tomgillooly/geogan;
General,Natural Language Processing;https://github.com/kh-kim/simple-nmt;
General,Computer Vision;https://github.com/kvijaykrish/Bosch_AI_VehicleClassification;
General,Computer Vision;https://github.com/eyalbetzalel/GLOW2;
General,Reinforcement Learning;https://github.com/reiniscimurs/TD3_Separate_Action;
General,Computer Vision;https://github.com/rdcarter1994/gitgan;
General,Computer Vision;https://github.com/lionelmessi6410/ntga;
General,Computer Vision;https://github.com/wayne1123/mnist_wgan_gp;
General,Computer Vision;https://github.com/sahidrahmanxx12/TEMPEK;
General,Computer Vision;https://github.com/kun-woo-park/Deeplearning_project_STL_10;
General,Computer Vision;https://github.com/leaderj1001/Stand-Alone-Self-Attention;
General,Computer Vision;https://github.com/greenelab/tybalt;
General;https://github.com/lorylei/DARTS-et;
General,Computer Vision;https://github.com/SiavashCS/sgan_simple;
General,Computer Vision;https://github.com/facebookresearch/ClassyVision;
General,Computer Vision;https://github.com/mabhay3420/Deep-Into-CNN;
General,Computer Vision;https://github.com/Emir-Liu/Cycle-GAN;
General,Computer Vision;https://github.com/leaderj1001/Bag-of-MLP;
General,Computer Vision;https://github.com/makcedward/nlpaug;
General,Computer Vision;https://github.com/facebookresearch/xcit;
General,Computer Vision;https://github.com/nicolalandro/Padam;
General,Natural Language Processing;https://github.com/bangoc123/transformer;
Sequential,General,Natural Language Processing;https://github.com/JunnYu/paddle_convbert;
General,Reinforcement Learning;https://github.com/villinvic/Georges;
General,Computer Vision;https://github.com/mahdi-darvish/Cloud_Segmentation_using_Mask_R-CNN;
General,Computer Vision;https://github.com/ayushdabra/dubai-satellite-imagery-segmentation;
General,Computer Vision;https://github.com/LandyGuo/PaperGuide;
Sequential,General;https://github.com/CongBao/ChatBot;
General,Computer Vision;https://github.com/maxmax1992/WGAN_WGAN-GP;
General,Computer Vision;https://github.com/Bersaelor/AAPLMetalImageRecognition;
General,Computer Vision;https://github.com/pravesh-bawangade/FaceRecognition;
General,Computer Vision;https://github.com/xxlya/CycleGAN;
General,Computer Vision;https://github.com/sunnyahlawat1713/face-mask-detector-python;
Sequential,General;https://github.com/Tobias-K93/media-bias-prediction;
General,Computer Vision;https://github.com/eddiebarry/SingleShotDetector;
General,Reinforcement Learning;https://github.com/fiorenza2/OffCon3;
General,Computer Vision;https://github.com/gomezzz/MSMatch;
General,Computer Vision;https://github.com/simo-bat/Crack_detection;
General,Computer Vision;https://github.com/clementchadebec/benchmark_VAE;
General,Natural Language Processing,Computer Vision;https://github.com/enzomuschik/distilfnd;
General,Computer Vision;https://github.com/ashishpatel26/BrainMRI-Segmentation-Keras;
General,Computer Vision;https://github.com/mit-han-lab/haq;
General,Computer Vision;https://github.com/NVlabs/VAEBM;
General,Computer Vision;https://github.com/taivu1998/GANime;
General,Computer Vision;https://github.com/KingBoyBIT/yolov3test;
General,Computer Vision;https://github.com/xinntao/BasicSR;
General,Computer Vision;https://github.com/poloclub/jpeg-defense;
General,Computer Vision;https://github.com/Bingwen-Hu/DRIT;
General,Computer Vision;https://github.com/hinofafa/Self-Attention-HearthStone-GAN;
Sequential,General;https://github.com/castorini/hedwig;
General,Natural Language Processing;https://github.com/luckynozomi/PPI_Bert;
General,Computer Vision;https://github.com/pierluigiferrari/ssd_keras;
General,Reinforcement Learning;https://github.com/windstrip/DeepMind-StreetLearn;
General,Computer Vision;https://github.com/xhujoy/CycleGAN-tensorflow;
General,Computer Vision;https://github.com/jimheaton/Ultra96_ML_Embedded_Workshop;
General,Computer Vision;https://github.com/eridgd/WCT-TF;
General,Computer Vision;https://github.com/hamzaMahdi/darknet;
General,Reinforcement Learning;https://github.com/Zartris/TD3_continuous_control;
General,Computer Vision;https://github.com/hujinxinb/face_detect;
Sequential,General;https://github.com/ajithcodesit/Neural_Turing_Machine;
General,Computer Vision;https://github.com/pfnet-research/tgan;
General,Computer Vision;https://github.com/theidentity/Improved-GAN-PyTorch;
